Date,adjclose,close,high,low,open,volume,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2024-11-01,197.92999267578125,197.92999267578125,200.5,197.02000427246094,199.0,99687800,206.06645,197.1199951171875,-0.80999755859375,0.0
2024-11-15,202.61000061035156,202.61000061035156,207.33999633789062,199.61000061035156,206.75999450683594,86591100,219.9004,226.08999633789062,23.479995727539062,0.0
2024-11-26,207.86000061035156,207.86000061035156,208.0,201.7899932861328,201.89999389648438,41673700,215.59898,220.5200042724609,12.660003662109347,0.0
2024-11-29,207.88999938964844,207.88999938964844,208.1999969482422,204.58999633789062,205.8300018310547,24892400,216.26596,224.9199981689453,17.029998779296875,0.0
2024-12-04,218.16000366210938,218.16000366210938,220.0,215.75,215.9600067138672,48745700,218.98145,227.0500030517578,8.889999389648438,0.0
2024-12-10,225.0399932861328,225.0399932861328,229.05999755859375,224.1999969482422,226.08999633789062,31199900,225.85605,220.22000122070312,-4.8199920654296875,0.0
2024-12-18,220.52000427246094,220.52000427246094,231.39999389648438,220.11000061035156,230.77000427246094,43281400,230.49176,218.4600067138672,-2.05999755859375,0.0
2024-12-19,223.2899932861328,223.2899932861328,226.08999633789062,222.9199981689453,224.91000366210938,39918700,229.93124,217.75999450683594,-5.529998779296875,0.0
2024-12-20,224.9199981689453,224.9199981689453,226.2100067138672,218.72999572753906,219.83999633789062,88279200,228.85344,223.35000610351562,-1.5699920654296875,0.0
2024-12-27,223.75,223.75,226.02999877929688,220.89999389648438,225.60000610351562,27367100,227.00807,235.00999450683594,11.259994506835938,0.0
2024-12-30,221.3000030517578,221.3000030517578,223.0,218.42999267578125,220.05999755859375,28321200,226.05516,235.4199981689453,14.1199951171875,0.0
2025-01-02,220.22000122070312,220.22000122070312,225.14999389648438,218.19000244140625,222.02999877929688,33956600,223.78723,235.4199981689453,15.199996948242188,0.0
2025-01-08,222.1300048828125,222.1300048828125,223.52000427246094,220.1999969482422,223.19000244140625,25033300,221.17657,237.67999267578125,0.0,-15.54998779296875
2025-01-17,225.94000244140625,225.94000244140625,226.50999450683594,223.0800018310547,225.83999633789062,42370100,213.6328,233.13999938964844,0.0,-7.1999969482421875
