Date,Adj Close,Close,High,Low,Open,Volume
2023-01-03,90.50245666503906,101.05000305175781,103.9000015258789,100.20999908447266,103.7300033569336,1709983
2023-01-04,92.37428283691406,103.13999938964844,103.29000091552734,101.05999755859375,101.5,2276220
2023-01-05,92.53550720214844,103.31999969482422,104.69999694824219,103.20999908447266,103.55999755859375,1693577
2023-01-06,92.41012573242188,103.18000030517578,103.56999969482422,102.5199966430664,102.87999725341797,2450188
2023-01-09,92.53550720214844,103.31999969482422,104.28500366210938,103.2699966430664,103.87999725341797,1048736
2023-01-10,92.53550720214844,103.31999969482422,104.05000305175781,102.5999984741211,102.80999755859375,1075679
2023-01-11,92.72357940673828,103.52999877929688,103.87999725341797,103.0,103.69999694824219,1092327
2023-01-12,94.20137023925781,105.18000030517578,105.3499984741211,103.79000091552734,104.30000305175781,2087584
2023-01-13,95.38357543945312,106.5,107.05999755859375,105.58999633789062,105.6500015258789,1929496
2023-01-16,96.14485931396484,107.3499984741211,107.58999633789062,106.33000183105469,106.69000244140625,1250653
2023-01-17,96.2254638671875,107.44000244140625,107.94999694824219,107.08000183105469,107.30000305175781,2328626
2023-01-18,96.4135513305664,107.6500015258789,108.0,106.87000274658203,107.55999755859375,1756089
2023-01-19,97.38976287841797,108.73999786376953,108.83000183105469,107.2300033569336,108.2300033569336,2196287
2023-01-20,97.31813049316406,108.66000366210938,109.1500015258789,108.37999725341797,108.69999694824219,3741095
2023-01-23,97.2733383178711,108.61000061035156,109.11000061035156,108.4000015258789,109.0,2377559
2023-01-24,96.77178955078125,108.05000305175781,108.54000091552734,107.3499984741211,108.4000015258789,1494747
2023-01-25,97.47038269042969,108.83000183105469,109.19999694824219,107.79000091552734,108.01000213623047,1620732
2023-01-27,98.38390350341797,109.8499984741211,109.94999694824219,108.94999694824219,109.5,2186238
2023-01-30,98.30331420898438,109.76000213623047,110.0999984741211,109.58499908447266,109.69999694824219,1465480
2023-01-31,98.57199096679688,110.05999755859375,110.44999694824219,109.62000274658203,109.86000061035156,1745314
2023-02-01,98.65259552001953,110.1500015258789,110.80999755859375,109.5999984741211,110.48999786376953,2037070
2023-02-02,98.27644348144531,109.7300033569336,110.55000305175781,109.7300033569336,110.55000305175781,2267124
2023-02-03,99.54821014404297,111.1500015258789,111.43000030517578,109.80000305175781,109.9000015258789,2487251
2023-02-06,99.1899642944336,110.75,111.37999725341797,110.38999938964844,111.19999694824219,1325884
2023-02-07,98.78693389892578,110.30000305175781,111.04000091552734,109.94999694824219,110.86000061035156,1606239
2023-02-08,98.80484008789062,110.31999969482422,110.69000244140625,110.1500015258789,110.4000015258789,1486405
2023-02-09,98.70633697509766,110.20999908447266,110.5999984741211,109.58999633789062,110.20999908447266,1378411
2023-02-10,98.47347259521484,109.94999694824219,110.19000244140625,109.55999755859375,109.8499984741211,1516258
2023-02-13,97.89131927490234,109.30000305175781,109.9000015258789,109.02999877929688,109.86000061035156,1552187
2023-02-14,97.84652709960938,109.25,110.4000015258789,109.08999633789062,110.30999755859375,1712454
2023-02-15,92.2489013671875,103.0,106.1500015258789,102.08000183105469,104.11000061035156,7122390
2023-02-16,90.90547943115234,101.5,103.30999755859375,101.37000274658203,102.36000061035156,4756659
2023-02-17,90.43080139160156,100.97000122070312,102.56999969482422,100.6500015258789,101.19999694824219,4030572
2023-02-20,91.55928039550781,102.2300033569336,102.38999938964844,100.9800033569336,101.0,1597651
2023-02-21,90.92338562011719,101.5199966430664,102.20999908447266,101.19999694824219,102.02999877929688,1842679
2023-02-22,90.72218322753906,99.19999694824219,100.1500015258789,98.45999908447266,98.69999694824219,3345735
2023-02-23,91.36235809326172,99.9000015258789,100.58000183105469,99.45999908447266,99.45999908447266,2366921
2023-02-24,92.56956481933594,101.22000122070312,101.29000091552734,99.70999908447266,99.79000091552734,2873586
2023-02-27,92.72503662109375,101.38999938964844,101.75,100.7300033569336,101.0999984741211,1875413
2023-02-28,92.08485412597656,100.69000244140625,101.70999908447266,100.45999908447266,101.22000122070312,4181654
2023-03-01,90.58501434326172,99.05000305175781,100.37000274658203,99.05000305175781,99.94999694824219,2589393
2023-03-02,88.77422332763672,97.06999969482422,99.5999984741211,97.06999969482422,99.26000213623047,3973674
2023-03-03,89.39611053466797,97.75,98.11499786376953,97.19000244140625,97.30000305175781,2835253
2023-03-06,90.1734619140625,98.5999984741211,99.2300033569336,98.0999984741211,98.19000244140625,1734529
2023-03-07,90.44783020019531,98.9000015258789,99.25,98.1500015258789,98.8499984741211,2461272
2023-03-08,89.99971008300781,98.41000366210938,98.94000244140625,97.83000183105469,98.3499984741211,1862278
2023-03-09,90.28321075439453,98.72000122070312,99.25,98.41999816894531,98.80999755859375,2100981
2023-03-10,87.34754943847656,95.51000213623047,97.11000061035156,95.2300033569336,96.80999755859375,3399512
2023-03-13,86.99087524414062,95.12000274658203,96.6500015258789,94.87999725341797,96.0,2531902
2023-03-14,87.13719940185547,95.27999877929688,95.27999877929688,93.05000305175781,93.13999938964844,4703866
2023-03-15,87.24694061279297,95.4000015258789,96.97000122070312,94.63999938964844,96.19999694824219,3162252
2023-03-16,87.1554946899414,95.30000305175781,96.1500015258789,93.3499984741211,94.0,6488332
2023-03-17,88.20720672607422,96.44999694824219,96.62999725341797,95.33999633789062,96.2300033569336,6451777
2023-03-20,87.86882781982422,96.08000183105469,97.12999725341797,95.05999755859375,95.19999694824219,2079792
2023-03-21,88.27120971679688,96.5199966430664,97.5199966430664,96.25,96.9000015258789,2225019
2023-03-22,88.8382339477539,97.13999938964844,98.76000213623047,97.13999938964844,97.9000015258789,2889674
2023-03-23,88.73763275146484,97.02999877929688,97.4000015258789,96.44999694824219,96.7699966430664,1900925
2023-03-24,87.64933013916016,95.83999633789062,96.79000091552734,95.3499984741211,96.04000091552734,2765386
2023-03-27,86.94514465332031,95.06999969482422,96.5,95.04000091552734,96.41999816894531,2040884
