Date,Close,High,Low,Open,Volume
,CBA.AX,CBA.AX,CBA.AX,CBA.AX,CBA.AX
2023-04-12,90.7496337890625,91.78305950166137,90.24663495966257,91.7739121654796,1656007
2023-04-13,89.82593536376953,90.9873957074316,89.80764069402056,90.75876117717455,1668839
2023-04-14,90.63987731933594,90.79534713149236,89.8076442471355,89.82593891760827,1352457
2023-04-17,91.2160415649414,91.89280488225101,91.06057173962961,91.45382345960081,2059296
2023-04-18,90.90509796142578,91.10629748066768,90.64902838325344,90.64902838325344,1848784
2023-04-19,90.87767028808594,91.15202758231881,90.6033060164798,90.88681064706574,982903
2023-04-20,92.29520416259766,92.65187354373096,91.22519601919777,91.41724822616389,2447545
2023-04-21,91.27091979980469,92.01169354677648,90.26492214666632,91.91109378146265,3084544
2023-04-24,91.5544204711914,92.16715939538041,91.49040307578916,91.86536011246722,1002073
2023-04-26,91.35322570800781,91.72818974159122,90.74048675190011,91.45382547421931,2063264
2023-04-27,90.6307373046875,91.45382310813531,90.34723268581163,91.4172407416073,1423491
2023-04-28,90.86852264404297,91.67331380605687,90.69475814078925,91.06972217888976,2869131
2023-05-01,91.85621643066406,92.00253891027248,91.06971304282274,91.41723503709372,1471474
2023-05-02,91.54527282714844,92.32262890509277,91.09715106084194,92.17630642068305,2179624
2023-05-03,89.88995361328125,90.43867509567433,89.56071932837096,90.35637001313286,2145783
2023-05-04,87.57617950439453,88.92969212562765,86.7165113683595,87.7407966585848,2992222
2023-05-05,87.91455841064453,88.23465237622001,86.30497613357711,87.42985426031326,2799731
2023-05-08,88.81995391845703,89.20405829403965,88.0791732199787,88.71020682084506,2193033
2023-05-09,89.0211410522461,89.42354007498483,87.29266448984191,88.3443847682175,2406124
2023-05-10,89.48756408691406,89.48756408691406,88.42670337217844,88.65533792885292,2373018
2023-05-11,89.94482421875,90.41124062145596,89.51956733493887,90.38380559377424,2072546
2023-05-12,90.50270080566406,90.70390032909151,89.9539792728265,90.40210104395035,1916311
2023-05-15,90.0820083618164,90.31064290080579,89.78020909578105,90.10944339011554,1288706
2023-05-16,89.24978637695312,90.48441862275403,89.24978637695312,89.89911468842725,2441266
2023-05-17,88.83824157714844,88.9845710405725,87.80481590686418,88.81080654709963,2147154
2023-05-18,89.62474060058594,90.0088449571619,89.40525339359574,89.96312223511572,2118783
2023-05-19,91.27091979980469,91.33493719797048,90.23748711564856,90.35638155322297,3056096
2023-05-22,90.44782257080078,91.270908284352,90.17345834049297,91.17030853173063,1376062
2023-05-23,90.94168090820312,91.38980267287108,90.24662992202329,90.44782944255215,2886469
2023-05-24,91.38980865478516,91.4355383587614,90.39295832256327,90.72219265454727,1818274
2023-05-25,89.3686752319336,91.15202195516098,89.34581038114906,90.90509970785752,2862243
2023-05-26,89.77108001708984,90.24663684789456,89.43269834501601,89.44184568138915,1923403
2023-05-29,91.06056213378906,91.17030922221781,90.40209355796111,90.86850996206795,1530222
2023-05-30,90.70389556884766,91.1794523450497,90.29235618516074,90.72218326212091,1617947
2023-05-31,88.50900268554688,90.53927853265883,88.50900268554688,90.43867877609941,11931674
2023-06-01,88.52729034423828,89.2772113026816,88.0700212969589,88.27121381676939,2109961
2023-06-02,88.62789916992188,89.24977843963642,88.03344795210178,88.89310910441888,2569521
2023-06-05,89.16747283935547,89.63388926633334,88.91140326450412,89.2223428975743,2085675
2023-06-06,88.30780792236328,88.88397146408042,88.16148543600707,88.60045987244855,2041599
2023-06-07,87.51216888427734,88.71021177967641,87.51216888427734,88.48157721323395,2178339
2023-06-08,87.695068359375,87.77738042647195,87.17378185900374,87.43899877706951,2346149
2023-06-09,87.61276245117188,87.90541439641174,87.429850624539,87.55788541449564,1579114
2023-06-13,88.27120971679688,88.34437443553253,87.7042005900246,87.77736530876025,1973419
2023-06-14,89.04857635498047,89.213193490312,88.34437811819542,88.71019474975125,2971378
2023-06-15,89.61559295654297,89.85337483343059,89.08516612292478,89.30465332915894,2837488
2023-06-16,90.859375,90.859375,89.67961980388117,89.89911401062878,6702838
2023-06-19,91.92024230957031,92.2037469369276,90.95082701100907,91.14288618537009,2771173
2023-06-20,92.93537139892578,93.25545836312925,91.78305135042079,92.18545037820373,2698905
2023-06-21,92.99024200439453,93.73101569411263,92.90335976130463,93.46579878581753,2594424
2023-06-22,91.52698516845703,92.90793283335545,91.42638540778592,92.83477507980874,2313609
2023-06-23,90.0911636352539,91.2709187976757,89.62474718095388,91.08800696394383,2750925
2023-06-26,89.56071472167969,90.08200114974578,89.15831573251575,89.97225406796329,2559460
2023-06-27,90.01799011230469,90.78619880685078,90.01799011230469,90.12773720182798,2139922
2023-06-28,91.03312683105469,91.39894348067328,90.20089377873808,90.2649111691184,2391541
2023-06-29,91.5178451538086,92.08486139773454,91.27092288891848,91.36237532119728,1593529
2023-06-30,91.70074462890625,91.72818663661306,91.04685314803876,91.60015184347296,2603014
2023-07-03,92.31349182128906,92.34092685200325,91.25262411785346,91.72818790814287,2147940
2023-07-04,93.5389633178711,93.64871041060232,91.83792175608619,92.41408527120942,2188463
2023-07-05,93.08170318603516,93.63957208402137,92.73418115834424,93.38350248705194,2156097
2023-07-06,91.84707641601562,92.78904969395066,91.57271215099414,92.42323299971304,2182248
2023-07-07,90.2923583984375,90.92338500373387,89.9997064572844,90.74962749257502,2017705
2023-07-10,90.10030364990234,90.96911915772229,89.91739879424182,90.66731986624674,1152141
2023-07-11,91.10629272460938,91.10629272460938,90.2923543318922,90.5118415335287,1793004
2023-07-12,90.67647552490234,91.59101384189103,90.67647552490234,91.4629790357025,1765254
2023-07-13,92.02083587646484,92.23575291090872,91.18860276821447,91.58185447194447,3171603
2023-07-14,92.67015838623047,92.90793329684587,91.99339508790813,92.25861200578481,2083622
2023-07-17,93.16400146484375,93.20058382719094,92.55125561724357,92.77989014888436,1608226
2023-07-18,93.80418395996094,94.28888809508464,93.38349722046917,93.55726171320137,2084918
2023-07-19,95.70642852783203,95.70642852783203,94.41692625603052,94.96564780636972,3567951
2023-07-20,96.25514221191406,97.15139268687649,95.75214342840874,96.48377675398511,3465003
2023-07-21,95.61497497558594,96.09053178632624,95.26744598180169,95.88933225884547,3354092
2023-07-24,95.5052261352539,96.3008768946889,95.41377370916747,96.3008768946889,1554919
2023-07-25,95.29488372802734,95.47779556611916,94.66385707438685,95.47779556611916,1520910
2023-07-26,96.0265121459961,96.73070349835602,94.81017465091067,95.04795653941275,1631244
2023-07-27,97.42575073242188,97.93788987800987,96.30087268373786,96.39232510582536,2544987
2023-07-28,96.4837875366211,97.02336176707061,95.86190123359344,96.4929348729905,1880770
2023-07-31,96.67583465576172,96.92276388314657,95.9624959586462,96.72156435783238,1265049
2023-08-01,96.80387115478516,97.1239581428022,95.88018558018767,96.22771457635449,1440788
2023-08-02,94.61811828613281,96.34659487025172,94.27973665118122,96.23685475530608,2074443
2023-08-03,93.70358276367188,94.50837386463091,93.33776608964587,94.1608518618612,2890772
2023-08-04,93.16400146484375,94.33460915046506,93.00852468052516,93.92306280708833,2687798
2023-08-07,93.14571380615234,93.484095450305,92.81647949761803,93.3652010193843,2771020
2023-08-08,93.4749526977539,93.8133343584974,93.2188831068661,93.64871719615908,3241229
2023-08-09,95.88932800292969,96.22770964570812,94.70043254015991,95.85274563797748,2635786
2023-08-10,95.54180908203125,95.74300860706836,94.30718387892605,94.94735784279604,2461857
2023-08-11,95.47779846191406,96.0265200380856,95.13026944768583,95.39548638793296,1734661
2023-08-14,94.83760833740234,95.23086004161964,94.57239840008222,94.77359094264013,2624230
2023-08-15,94.66384887695312,95.28573511786657,94.5175194191511,95.11197063106981,1631886
2023-08-16,93.4280014038086,94.07401351396886,93.13776739164548,93.64333401186799,4423573
2023-08-17,93.29692840576172,93.53098993856945,92.3794040542393,93.53098993856945,3049916
2023-08-18,92.73518371582031,93.11904092172772,92.26706064232903,92.88497938498207,2430138
2023-08-21,92.17343139648438,93.23139412652253,92.05172196742312,92.61346823361622,2651338
2023-08-22,92.37940216064453,92.37940216064453,91.46188497092052,91.83637770134365,3070402
2023-08-23,93.10968017578125,93.47481561623596,91.75212606567955,91.93937244535167,3375196
2023-08-24,94.19572448730469,94.4110570989049,93.25011388817141,93.7182369570307,2630712
2023-08-25,93.22203063964844,93.87740009989446,93.03478426328998,93.84931385773983,2301999
2023-08-28,94.3548812866211,94.38296752688291,93.38118448059654,93.43736410411107,1652565
2023-08-29,94.58895111083984,94.98217279498334,94.0740199938876,94.92600030953184,1519428
2023-08-30,95.34730529785156,95.93245914657558,95.02898503278152,95.15069446183925,1810483
2023-08-31,95.6656265258789,95.91840982928161,95.13196653603688,95.33794182036027,3576801
2023-09-01,94.88854217529297,95.49710357767044,94.74810382966879,95.21622688642208,1596631
2023-09-04,95.50647735595703,95.74989622626191,95.09452674006927,95.2068788561273,1425483
2023-09-05,95.70307922363281,95.76861616610387,95.26304240575959,95.59072711811486,1274211
2023-09-06,95.03834533691406,96.60187463798962,94.8370487074033,96.1992885219591,2000414
2023-09-07,94.46723175048828,94.91662587285653,93.91484284396346,94.56085493073243,1721897
2023-09-08,94.38296508789062,95.00089092964598,93.765046389126,94.7761938703671,1271405
2023-09-11,95.53455352783203,95.66562741125257,94.13954882971873,94.3736103562541,1707461
2023-09-12,95.60009002685547,96.04948415564748,94.67320838610493,95.87160225353814,1303827
2023-09-13,95.21622467041016,95.63753969747724,94.57021972435926,95.63753969747724,1281734
2023-09-14,95.61882019042969,95.9277831454353,94.70130293028102,94.7200247110428,2242700
2023-09-15,96.5831527709961,96.96700996426357,96.13375149232652,96.4333499637759,4199986
2023-09-18,96.0869369506836,96.24610422013207,95.43156752233473,96.05885070989594,886664
2023-09-19,95.61882019042969,95.86224619828182,94.97281518077156,95.79670925112835,1806193
2023-09-20,95.34730529785156,95.95586672912282,94.97281254906125,95.74989143149334,2498953
2023-09-21,93.69950866699219,95.38474731200128,93.39054574869378,95.18813649389976,2447271
2023-09-22,93.6807861328125,93.6807861328125,91.845744562424,92.22024444562375,3396755
2023-09-25,93.51226043701172,93.62461254354075,92.70708819769798,93.62461254354075,1014251
2023-09-26,93.69950866699219,93.97102088522496,92.93178717312355,93.34373058786409,1292290
2023-09-27,94.12081909179688,94.16763425389458,93.49353592043646,93.624609802721,1346621
2023-09-28,93.57780456542969,94.31743991847537,93.21266911991229,94.08337836914414,1422062
2023-09-29,93.59652709960938,93.69951474572346,93.21266275627663,93.60589156098096,2444569
2023-10-02,93.48417663574219,93.59652874520322,92.60411011210012,93.02541802234431,1131578
2023-10-03,93.33438110351562,93.4841767733596,92.22024589777514,92.37004871061039,2702099
2023-10-04,91.83638000488281,92.81944130437914,91.37762139851372,92.68836741684513,2543630
2023-10-05,92.66964721679688,93.04413996299743,91.93936921852674,92.03299954806815,1726498
2023-10-06,93.66206359863281,94.23785296790764,92.5947435830541,92.73518193099679,2408410
2023-10-09,93.65269470214844,94.1489039841211,93.34373177990445,93.59652222282799,1108229
2023-10-10,94.27999114990234,94.73875693896842,93.89613391547047,94.55150340986233,2252750
2023-10-11,94.22380828857422,94.5608574608641,93.9242098179822,94.45786981694269,1577672
2023-10-12,95.12259674072266,95.70307186008287,94.19571515623609,94.72001065566438,2162969
2023-10-13,94.53278350830078,94.77620952948351,94.10211109728021,94.18636982980968,1473078
2023-10-16,94.25189971923828,94.40170253427891,93.85867804424366,94.09273958550114,1448174
2023-10-17,94.74810028076172,95.03834142231128,94.4859525216775,94.8885386211256,1210306
2023-10-18,94.95408630371094,95.25368479698723,94.56086462059672,94.7293892195016,1652838
2023-10-19,93.41864013671875,94.16763991738368,92.99733222446429,93.70887415880554,2642789
2023-10-20,92.45430755615234,93.41863995031513,92.05172142487173,92.77262781935544,2641664
2023-10-23,91.5835952758789,92.31386610742324,91.40570622712133,92.03299655690135,1348775
2023-10-24,91.81765747070312,92.35131747784736,91.77084230711512,92.1078914845737,1686722
2023-10-25,91.14356231689453,92.26706199554596,90.9282297000055,91.93937012490304,1662864
2023-10-26,90.81587219238281,91.04993371865184,90.25412595793533,90.8065077312946,2289128
2023-10-27,91.56487274169922,92.01426687602674,91.3308112133646,91.3308112133646,2273929
2023-10-30,90.08560180664062,90.61458314431029,90.02006486468969,90.5537248614305,2033713
2023-10-31,90.4039306640625,91.01249212183836,90.11369662821207,90.90014000651321,2533920
2023-11-01,90.69416046142578,90.78778364095187,90.16050048083726,90.72224670098454,2162550
2023-11-02,92.15471649169922,92.69774101816263,91.80830281592253,92.00491366660924,2307420
2023-11-03,93.55907440185547,93.6152468829048,92.87561159612767,93.25011147010218,2507791
2023-11-06,94.01783752441406,94.80428801192764,93.39055431252255,93.47481303815366,2282526
2023-11-07,93.63397216796875,94.22380462504721,93.14712020781671,94.2144401642391,1806507
2023-11-08,94.27062225341797,94.61702873948683,93.82122098174563,94.16763461080537,1432581
2023-11-09,95.60009002685547,96.43334848602359,94.65447946399391,94.84173297014965,3152761
2023-11-10,94.86046600341797,95.38476159687417,94.57023196318211,95.26305216067662,1407582
2023-11-13,94.85108947753906,95.34729876437672,94.439146053499,94.77619521870776,1472779
2023-11-14,95.7592544555664,96.09630363881094,95.14133571494555,95.82479139992,2049690
2023-11-15,95.63754272460938,97.03254744538496,95.42220297378257,96.7142271927613,3169156
2023-11-16,95.76862335205078,96.32100517389863,95.3566727438988,96.24611090759134,1993737
2023-11-17,95.9371337890625,96.14310906273204,95.37538758823041,95.85286793029292,2729262
2023-11-20,96.59251403808594,96.73295238984849,96.15247720262586,96.24610753246176,1627761
2023-11-21,97.0887222290039,97.23852504060778,96.6674143216026,96.92019763744514,1970123
2023-11-22,97.1823501586914,97.65983053716138,96.78912135943413,96.80785028191788,1292108
2023-11-23,96.39590454101562,97.17299057429709,96.26483064901531,96.9389290324406,2421800
2023-11-24,97.07935333251953,97.41640247543947,96.43334128475793,96.52696445934895,1275404
2023-11-27,96.0682144165039,97.3883177240913,96.0682144165039,97.3883177240913,1288697
2023-11-28,96.75167083740234,97.2385228210107,95.82478917648204,95.9652275234072,1397249
2023-11-29,96.74231719970703,97.41641557620105,96.6206006276787,97.1729895751357,1277217
2023-11-30,97.9875259399414,97.9875259399414,96.66741543371204,96.94829213720506,5016298
2023-12-01,97.54747772216797,97.9875145062319,97.13552717657782,97.97815004574382,1781950
2023-12-04,98.4181900024414,98.84886233990052,97.92197358244327,98.25902274097487,2121950
2023-12-05,98.03433227539062,98.2964800512124,97.75346271972067,98.2964800512124,1417376
2023-12-06,99.56040954589844,99.91618764506293,98.53054023656185,98.76460176791066,3135300
2023-12-07,99.494873046875,99.7476635019349,98.96121303873767,99.22336795513081,1747083
2023-12-08,99.65404510498047,99.65404510498047,98.51182362914945,99.0267547393577,1434178
2023-12-11,100.12216186523438,100.60432804321935,99.8412851734219,99.86937141400495,1395078
2023-12-12,100.56220245361328,100.77753506815269,99.85065337919734,99.92555478555508,1406122
2023-12-13,101.25502014160156,101.47971721221705,100.7447677163116,100.9273354254975,1727766
2023-12-14,102.53766632080078,102.53766632080078,101.70440789093699,101.97592010807102,2593767
2023-12-15,103.0526123046875,103.45519843045325,102.53767407068787,102.9870753606322,7159356
2023-12-18,102.98707580566406,103.10878523286665,102.1819035506532,102.51895273382013,1300270
2023-12-19,103.548828125,103.82034037972268,102.65939709362597,103.31476657537614,1966065
2023-12-20,103.89523315429688,104.0637577417382,103.59563468140018,103.7360730280998,2090455
2023-12-21,103.51136779785156,103.79224448848755,102.9964367223402,103.67053506547381,2830850
2023-12-22,103.4552001953125,103.76416314098293,103.13687993103966,103.16496617282947,3097447
2023-12-27,104.10120391845703,104.71912261688702,103.69861781834707,104.03566697857823,1017160
2023-12-28,105.13107299804688,105.13107299804688,104.44761021791618,104.68167173751029,1735707
2023-12-29,104.67232513427734,105.20598516785944,104.3259114783414,105.00000986665381,2170375
