Date,Close,High,Low,Open,Volume
,CBA.AX,CBA.AX,CBA.AX,CBA.AX,CBA.AX
2023-01-03,90.50245666503906,93.05497379131228,89.75013187184982,92.90271994219334,1709983
2023-01-04,92.37429809570312,92.50864253770764,90.51140581028066,90.905481018016,2276220
2023-01-05,92.5354995727539,93.77145326643608,92.43698078198489,92.75044655577659,1693577
2023-01-06,92.41011047363281,92.75940187289106,91.81899774686273,92.14142162818437,2450188
2023-01-09,92.5354995727539,93.39977681303824,92.4907158194802,93.03704481082063,1048736
2023-01-10,92.5354995727539,93.18930547212636,91.89065179064445,92.07873125491948,1075679
2023-01-11,92.72359466552734,93.0370604921535,92.24891686620165,92.87584851945397,1092327
2023-01-12,94.20136260986328,94.3536164519375,92.9564506860009,93.41321904526556,2087584
2023-01-13,95.38358306884766,95.88512836132163,94.56856513553531,94.6223070119019,1929496
2023-01-16,96.14485931396484,96.3598063207255,95.23132941045043,95.5537533371125,1250653
2023-01-17,96.2254638671875,96.68222537942565,95.90303995675953,96.10007755013683,2328626
2023-01-18,96.4135513305664,96.72701714916354,95.71496841110923,96.33294192976007,1756089
2023-01-19,97.3897705078125,97.47037990537453,96.03738848300279,96.93300897611537,2196287
2023-01-20,97.31812286376953,97.75697497772299,97.06734339418283,97.35394166924004,3741095
2023-01-23,97.2733383178711,97.72114854607857,97.08525884198897,97.62262974922957,2377559
2023-01-24,96.77178192138672,97.21063398131619,96.14484357416072,97.0852476784792,1494747
2023-01-25,97.47038269042969,97.8017579092029,96.538936531013,96.73597413841452,1620732
2023-01-27,98.3839111328125,98.47347181672697,97.57785131149784,98.07044532259074,2186238
2023-01-30,98.30329895019531,98.607806612323,98.14656264389684,98.24955707867045,1465480
2023-01-31,98.5719985961914,98.9212900748549,98.17793018846805,98.3928772138665,1745314
2023-02-01,98.65259552001953,99.24370147334027,98.16000153138403,98.95710319805467,2037070
2023-02-02,98.27643585205078,99.01084435420819,98.27643585205078,99.01084435420819,2267124
2023-02-03,99.5482177734375,99.7989904146889,98.33913149137996,98.42869217282089,2487251
2023-02-06,99.18997955322266,99.75421806053745,98.86755559674482,99.59300608229854,1325884
2023-02-07,98.78693389892578,99.4496910886898,98.47346128917441,99.28847914166164,1606239
2023-02-08,98.80485534667969,99.1362373984839,98.65260149843543,98.87650662810367,1486405
2023-02-09,98.70634460449219,99.05563608865847,98.15105737766851,98.70634460449219,1378411
2023-02-10,98.47346496582031,98.6884187919111,98.12417353972491,98.38390428813666,1516258
2023-02-13,97.89132690429688,98.42869785701728,97.64950553409514,98.3928722157636,1552187
2023-02-14,97.84654235839844,98.87650732877952,97.70323979453498,98.79589792834574,1712454
2023-02-15,92.24889373779297,95.070099136188,91.4249246763755,93.24303284801829,7122390
2023-02-16,90.90547180175781,92.5265425606149,90.78904360811354,91.67570590258352,4756659
2023-02-17,90.4308090209961,91.8638005501421,90.14421071516689,90.63679792325695,4030572
2023-02-20,91.55928802490234,91.70258375376027,90.43976238396569,90.45767178768207,1597651
2023-02-21,90.92338562011719,91.54136592087882,90.63678734772836,91.380153965595,1842679
2023-02-22,90.72218322753906,91.59099867119606,90.04542693872673,90.26491414478458,3345735
2023-02-23,91.36235809326172,91.98424428381301,90.95995909426617,90.95995909426617,2366921
2023-02-24,92.5695571899414,92.63357458447967,91.18860256219013,91.26176729234034,2873586
2023-02-27,92.72502136230469,93.05425565056034,92.12142981875085,92.45980446468917,1875413
2023-02-28,92.08485412597656,93.01768002535434,91.87450726870998,92.56955825841413,4181654
2023-03-01,90.58500671386719,91.79219679497676,90.58500671386719,91.40808546847234,2589393
2023-03-02,88.77422332763672,91.088003871142,88.77422332763672,90.777064230415,3973674
2023-03-03,89.39610290527344,89.72990737166471,88.88396378123508,88.98456353451009,2835253
2023-03-06,90.1734619140625,90.74962542506779,89.71619283034273,89.798504893646,1734529
2023-03-07,90.44782257080078,90.76790952124509,89.76191897240346,90.40209287329208,2461272
2023-03-08,89.99971008300781,90.48441422594071,89.46927623786983,89.94483304488713,1862278
2023-03-09,90.28321838378906,90.76792254649897,90.0088541141098,90.3655234782689,2100981
2023-03-10,87.34754943847656,88.81080923005776,87.09147984712149,88.53644496653557,3399512
2023-03-13,86.99088287353516,88.39012531217406,86.77138866472544,87.7956740403843,2531902
2023-03-14,87.13719940185547,87.13719940185547,85.09778310394007,85.1800881935778,4703866
2023-03-15,87.2469482421875,88.68277297933304,86.55189723607546,87.97857463728754,3162252
2023-03-16,87.15548706054688,87.93284307985898,85.37213351078968,85.96658469404208,6488332
2023-03-17,88.20719909667969,88.37181623777326,87.19206122283136,88.006006570785,6451777
2023-03-20,87.86882781982422,88.82908869847694,86.93599499213597,87.06402977595633,2079792
2023-03-21,88.27120971679688,89.18574776887769,88.02428751277857,88.61873864210543,2225019
2023-03-22,88.83824157714844,90.31979599613925,88.83824157714844,89.53329257366704,2889674
2023-03-23,88.73765563964844,89.07603734350275,88.20722171816024,88.49987371322719,1900925
2023-03-24,87.64934539794922,88.51816095029282,87.20122359445523,87.8322572403563,2765386
2023-03-27,86.94514465332031,88.25293453221909,86.9177096242495,88.17976980311518,2040884
2023-03-28,87.85053253173828,88.3260962774755,87.33839340005731,87.42984581966144,1915223
2023-03-29,88.10659790039062,88.10659790039062,86.7439380742977,87.16462476633403,2120814
2023-03-30,89.39610290527344,89.5790077417522,88.71934663745529,89.22233842645802,2611402
2023-03-31,89.91739654541016,90.33808328480639,89.54243950747187,89.9448315753358,2549472
2023-04-03,90.78619384765625,91.45380972871956,90.12773227860191,90.16430766240607,2174951
2023-04-04,90.52098846435547,91.32577951834296,90.08200708567082,91.22517976442299,1577845
2023-04-05,90.59414672851562,91.07885083068517,90.23747740890512,90.25577207919775,1535460
2023-04-06,90.54843139648438,90.97826547759615,89.92196796922933,90.9051007451999,1780447
2023-04-11,91.23432922363281,91.54526885035399,90.9325299548464,91.18859952446913,1821000
